,product_ID,sale_date,sales_rep,region,quantity_Sold,product_category,unit_cost,unit_price,customer_type,payment_method,sales_channel,sales,cost_of_sales,gross margin
208,1059,2023-05-21,Alice,North,37,Electronics,4146.99,4172.349999999999,Returning,Cash,Retail,154376.94999999998,153438.63,938.3199999999779
209,1032,2023-04-14,David,North,45,Clothing,3712.35,3780.88,New,Cash,Retail,170139.6,167055.75,3083.850000000006
210,1096,2023-07-29,Charlie,West,38,Electronics,3955.66,4270.59,Returning,Credit Card,Online,162282.42,150315.08,11967.340000000026
211,1088,2023-04-21,Charlie,East,29,Furniture,639.58,1107.45,New,Cash,Retail,32116.050000000003,18547.82,13568.230000000003
212,1052,2023-04-14,David,North,5,Furniture,745.71,856.9100000000001,Returning,Bank Transfer,Retail,4284.55,3728.55,556.0
213,1062,2023-11-12,Eve,South,9,Electronics,1468.05,1838.21,New,Bank Transfer,Retail,16543.89,13212.449999999999,3331.4400000000005
214,1058,2023-06-20,Eve,West,48,Clothing,2614.48,3049.04,New,Credit Card,Retail,146353.91999999998,125495.04000000001,20858.879999999976
215,1052,2023-12-22,Charlie,West,2,Furniture,3752.68,4017.91,Returning,Bank Transfer,Online,8035.82,7505.36,530.46
216,1012,2023-11-20,Bob,North,1,Food,4190.83,4528.77,Returning,Bank Transfer,Online,4528.77,4190.83,337.9400000000005
217,1039,2023-05-13,Eve,West,40,Furniture,3536.46,3945.82,New,Bank Transfer,Online,157832.80000000002,141458.4,16374.400000000023
218,1002,2023-10-20,David,North,30,Clothing,4646.55,4784.28,Returning,Credit Card,Retail,143528.4,139396.5,4131.899999999994
219,1003,2023-11-24,Eve,East,11,Food,3706.78,3862.26,New,Credit Card,Retail,42484.86,40774.58,1710.2799999999988
220,1056,2023-05-07,David,East,28,Clothing,1566.03,1576.34,Returning,Bank Transfer,Online,44137.52,43848.84,288.6800000000003
221,1081,2023-04-16,Charlie,West,44,Electronics,1362.15,1844.07,New,Credit Card,Online,81139.08,59934.600000000006,21204.479999999996
222,1059,2023-04-02,Eve,West,12,Food,3496.15,3955.75,Returning,Cash,Retail,47469.0,41953.8,5515.199999999997
223,1002,2023-10-14,David,South,39,Clothing,1004.71,1389.35,New,Bank Transfer,Online,54184.649999999994,39183.69,15000.959999999992
224,1002,2023-02-20,Charlie,West,26,Food,508.94,557.69,New,Credit Card,Retail,14499.940000000002,13232.44,1267.5000000000018
225,1092,2023-01-29,Bob,South,13,Clothing,2684.5,2913.78,New,Credit Card,Retail,37879.14,34898.5,2980.6399999999994
226,1054,2023-10-23,David,East,8,Food,4117.13,4177.06,Returning,Bank Transfer,Retail,33416.48,32937.04,479.4400000000023
227,1087,2023-10-24,Bob,East,28,Clothing,551.83,569.63,New,Credit Card,Retail,15949.64,15451.240000000002,498.3999999999978
228,1096,2023-08-02,Bob,North,30,Electronics,3969.86,4281.79,Returning,Bank Transfer,Retail,128453.7,119095.8,9357.899999999994
229,1097,2023-09-24,Alice,East,9,Food,4067.28,4548.09,Returning,Credit Card,Retail,40932.81,36605.520000000004,4327.289999999994
230,1001,2023-09-14,Eve,South,39,Food,2437.26,2889.67,Returning,Cash,Online,112697.13,95053.14000000001,17643.98999999999
231,1019,2023-10-29,David,West,31,Food,333.69,685.1,New,Bank Transfer,Online,21238.100000000002,10344.39,10893.710000000003
232,1002,2023-04-11,Bob,North,21,Food,914.22,971.57,Returning,Cash,Online,20402.97,19198.62,1204.3500000000022
233,1053,2023-12-12,Alice,South,47,Electronics,3551.76,3696.1,Returning,Bank Transfer,Retail,173716.69999999998,166932.72,6783.979999999981
234,1044,2023-04-20,Charlie,West,34,Food,3573.3,3740.13,Returning,Credit Card,Online,127164.42,121492.20000000001,5672.219999999987
235,1090,2023-07-01,David,North,31,Furniture,4496.86,4880.799999999999,New,Cash,Retail,151304.8,139402.66,11902.139999999985
236,1032,2023-11-09,Bob,East,25,Electronics,2934.3,3337.4,Returning,Credit Card,Retail,83435.0,73357.5,10077.5
237,1070,2023-01-01,Eve,South,12,Furniture,664.33,863.03,Returning,Bank Transfer,Retail,10356.36,7971.960000000001,2384.3999999999996
238,1032,2023-11-15,Alice,West,1,Food,651.0,865.76,Returning,Bank Transfer,Retail,865.76,651.0,214.76
239,1068,2023-02-24,Bob,North,22,Clothing,3619.61,3651.42,Returning,Bank Transfer,Online,80331.24,79631.42,699.820000000007
240,1055,2023-05-29,Eve,North,40,Furniture,959.73,1111.41,New,Bank Transfer,Online,44456.4,38389.2,6067.200000000004
241,1075,2023-11-05,Bob,East,37,Food,1675.51,1906.64,New,Bank Transfer,Online,70545.68000000001,61993.87,8551.810000000005
242,1056,2023-05-17,David,West,47,Furniture,2461.7,2529.02,Returning,Cash,Retail,118863.94,115699.9,3164.040000000008
243,1017,2023-07-21,David,East,1,Food,172.59,404.69,Returning,Bank Transfer,Online,404.69,172.59,232.1
244,1038,2023-11-09,David,East,1,Food,1281.65,1709.71,Returning,Credit Card,Online,1709.71,1281.65,428.05999999999995
245,1024,2023-04-27,Alice,West,42,Food,2069.05,2363.9,Returning,Cash,Online,99283.8,86900.1,12383.699999999997
246,1069,2023-06-03,David,West,42,Clothing,1434.2,1482.88,New,Credit Card,Retail,62280.96000000001,60236.4,2044.560000000005
247,1098,2023-10-18,Eve,West,21,Furniture,725.03,828.9499999999999,New,Bank Transfer,Online,17407.949999999997,15225.63,2182.319999999998
248,1070,2023-03-04,Bob,South,15,Electronics,3653.66,3896.19,New,Credit Card,Retail,58442.85,54804.899999999994,3637.9500000000044
249,1086,2023-09-01,Charlie,West,17,Electronics,4075.08,4262.21,New,Cash,Online,72457.57,69276.36,3181.2100000000064
250,1011,2023-01-25,Eve,North,22,Electronics,1324.52,1510.3,Returning,Cash,Retail,33226.6,29139.44,4087.16
251,1016,2023-03-31,Eve,East,38,Electronics,3883.38,4152.72,Returning,Cash,Online,157803.36000000002,147568.44,10234.920000000013
252,1097,2023-03-16,David,South,35,Food,1958.49,2254.84,New,Credit Card,Online,78919.40000000001,68547.15,10372.250000000015
253,1073,2023-10-21,Alice,West,45,Furniture,2558.09,2958.55,New,Cash,Online,133134.75,115114.05,18020.699999999997
254,1059,2023-07-29,Bob,South,16,Furniture,4287.21,4464.28,Returning,Credit Card,Retail,71428.48,68595.36,2833.1199999999953
255,1070,2023-12-13,Alice,West,8,Clothing,3762.27,4166.95,Returning,Bank Transfer,Online,33335.6,30098.16,3237.4399999999987
256,1080,2023-01-17,Bob,South,47,Furniture,4035.33,4211.25,Returning,Bank Transfer,Online,197928.75,189660.51,8268.23999999999
257,1093,2023-05-08,Bob,East,17,Furniture,727.38,764.54,Returning,Credit Card,Retail,12997.18,12365.46,631.7200000000012
258,1003,2023-12-30,Alice,East,17,Furniture,395.11,676.6600000000001,Returning,Cash,Retail,11503.220000000001,6716.87,4786.350000000001
259,1020,2023-09-08,Eve,North,26,Clothing,4472.35,4770.42,New,Credit Card,Retail,124030.92,116281.1,7749.819999999992
260,1059,2023-06-28,Bob,North,13,Electronics,1969.78,2437.7,New,Credit Card,Retail,31690.1,25607.14,6082.959999999999
261,1036,2023-07-01,Alice,West,17,Furniture,1475.0,1840.77,Returning,Credit Card,Online,31293.09,25075.0,6218.09
262,1019,2023-06-01,Bob,East,38,Clothing,3637.25,4096.96,Returning,Bank Transfer,Online,155684.48,138215.5,17468.98000000001
263,1090,2023-01-25,Charlie,South,17,Clothing,4190.26,4645.35,New,Credit Card,Retail,78970.95000000001,71234.42,7736.530000000013
264,1067,2023-06-29,Eve,South,48,Food,4319.32,4625.56,Returning,Bank Transfer,Online,222026.88,207327.36,14699.520000000019
265,1019,2023-07-17,David,South,14,Clothing,1614.19,1882.79,New,Credit Card,Retail,26359.059999999998,22598.66,3760.399999999998
266,1020,2023-12-10,Bob,North,45,Electronics,4268.45,4551.599999999999,New,Bank Transfer,Online,204821.99999999997,192080.25,12741.74999999997
267,1096,2023-06-10,Charlie,South,6,Furniture,252.62,742.0,New,Credit Card,Retail,4452.0,1515.72,2936.2799999999997
268,1071,2023-06-26,David,North,35,Clothing,295.82,684.6700000000001,New,Credit Card,Online,23963.450000000004,10353.699999999999,13609.750000000005
269,1052,2023-10-12,David,North,46,Electronics,3136.42,3198.49,Returning,Cash,Retail,147130.53999999998,144275.32,2855.219999999972
270,1033,2023-03-04,Bob,West,14,Clothing,362.38,753.81,Returning,Cash,Retail,10553.34,5073.32,5480.02
271,1040,2023-05-30,Alice,South,47,Clothing,1656.82,1750.38,New,Credit Card,Online,82267.86,77870.54,4397.320000000007
272,1039,2023-06-03,Bob,South,8,Clothing,3380.14,3609.34,Returning,Credit Card,Online,28874.72,27041.12,1833.6000000000022
273,1082,2023-06-05,Charlie,East,15,Clothing,1719.47,1832.6,Returning,Credit Card,Online,27489.0,25792.05,1696.9500000000007
274,1001,2023-02-18,David,West,27,Clothing,939.02,1286.92,Returning,Credit Card,Retail,34746.840000000004,25353.54,9393.300000000003
275,1011,2023-12-03,Bob,East,13,Electronics,1442.69,1882.57,Returning,Cash,Online,24473.41,18754.97,5718.439999999999
276,1092,2023-03-25,Alice,West,49,Furniture,2315.0,2467.28,New,Bank Transfer,Retail,120896.72000000002,113435.0,7461.720000000016
277,1057,2023-12-27,Bob,South,31,Furniture,2403.16,2453.35,Returning,Credit Card,Online,76053.84999999999,74497.95999999999,1555.8899999999994
278,1089,2023-06-26,Eve,North,35,Furniture,3925.85,4082.11,New,Cash,Online,142873.85,137404.75,5469.100000000006
279,1050,2023-05-28,Alice,North,6,Furniture,3763.26,4102.72,New,Credit Card,Retail,24616.32,22579.56,2036.7599999999984
280,1023,2023-04-28,Charlie,North,5,Electronics,2311.25,2482.34,Returning,Credit Card,Retail,12411.7,11556.25,855.4500000000007
281,1031,2023-12-08,David,North,22,Food,4236.05,4382.320000000001,New,Bank Transfer,Online,96411.04000000001,93193.1,3217.9400000000023
282,1094,2023-03-04,Bob,North,49,Food,615.47,715.84,Returning,Credit Card,Retail,35076.16,30158.030000000002,4918.130000000001
283,1042,2023-07-08,Alice,East,23,Electronics,1314.0,1567.78,Returning,Credit Card,Retail,36058.94,30222.0,5836.940000000002
284,1099,2023-12-26,Eve,West,25,Electronics,4148.48,4293.69,New,Bank Transfer,Online,107342.24999999999,103711.99999999999,3630.25
285,1007,2023-02-18,Alice,South,34,Clothing,1921.07,2289.27,Returning,Bank Transfer,Retail,77835.18,65316.38,12518.799999999996
286,1016,2023-11-23,Eve,East,26,Clothing,4906.85,4954.39,New,Bank Transfer,Online,128814.14000000001,127578.1,1236.0400000000081
287,1090,2023-09-14,Charlie,West,47,Clothing,2357.95,2693.33,New,Bank Transfer,Online,126586.51,110823.65,15762.86
288,1060,2023-08-12,David,North,5,Furniture,3970.08,4096.48,Returning,Cash,Retail,20482.399999999998,19850.4,631.9999999999964
289,1002,2023-05-21,Charlie,West,26,Clothing,2041.42,2291.17,Returning,Cash,Online,59570.42,53076.92,6493.5
290,1001,2023-08-03,Bob,West,20,Food,2153.52,2303.7,Returning,Cash,Retail,46074.0,43070.4,3003.5999999999985
291,1048,2023-07-30,Alice,North,6,Furniture,1945.27,2309.43,New,Credit Card,Online,13856.579999999998,11671.619999999999,2184.959999999999
292,1012,2023-11-14,Eve,North,6,Clothing,3609.42,4082.62,Returning,Bank Transfer,Retail,24495.72,21656.52,2839.2000000000007
293,1069,2023-02-01,Eve,North,18,Furniture,2760.21,3219.58,New,Bank Transfer,Retail,57952.44,49683.78,8268.660000000003
294,1037,2023-06-07,Alice,South,4,Food,4721.7,5017.58,New,Cash,Retail,20070.32,18886.8,1183.5200000000004
295,1032,2023-10-12,Alice,North,17,Clothing,1291.91,1528.59,Returning,Credit Card,Retail,25986.03,21962.47,4023.5599999999977
296,1009,2023-11-01,Bob,South,14,Food,547.79,958.76,Returning,Credit Card,Retail,13422.64,7669.0599999999995,5753.58
297,1099,2023-10-13,Charlie,North,14,Food,1996.64,2341.4700000000003,Returning,Credit Card,Online,32780.58,27952.960000000003,4827.619999999999
298,1019,2023-05-24,Eve,South,13,Food,3102.73,3202.68,New,Cash,Online,41634.84,40335.49,1299.3499999999985
299,1048,2023-01-19,Bob,West,7,Clothing,4310.95,4723.2,Returning,Credit Card,Retail,33062.4,30176.649999999998,2885.7500000000036
300,1080,2023-01-18,Charlie,East,44,Electronics,1763.67,1983.82,New,Credit Card,Online,87288.08,77601.48000000001,9686.599999999991
301,1003,2023-09-14,Bob,West,15,Clothing,3286.24,3388.84,Returning,Credit Card,Retail,50832.600000000006,49293.6,1539.0000000000073
302,1020,2023-03-19,Eve,West,19,Food,1783.48,1931.56,Returning,Bank Transfer,Retail,36699.64,33886.12,2813.519999999997
303,1024,2023-06-24,Alice,North,43,Clothing,3105.24,3246.33,New,Cash,Online,139592.19,133525.31999999998,6066.870000000024
304,1054,2023-07-13,Alice,South,47,Food,4429.8,4694.21,New,Bank Transfer,Online,220627.87,208200.6,12427.26999999999
305,1033,2023-04-23,Charlie,East,44,Electronics,1195.22,1320.06,Returning,Bank Transfer,Retail,58082.64,52589.68,5492.959999999999
306,1024,2023-04-24,David,North,35,Furniture,2051.0,2121.55,Returning,Cash,Retail,74254.25,71785.0,2469.25
307,1075,2023-08-10,Charlie,North,17,Electronics,4966.66,5037.27,Returning,Bank Transfer,Retail,85633.59000000001,84433.22,1200.37000000001
308,1072,2023-06-15,David,North,35,Electronics,4349.36,4645.17,Returning,Credit Card,Retail,162580.95,152227.59999999998,10353.350000000035
309,1036,2023-11-15,Bob,West,19,Furniture,2844.97,3215.0,Returning,Credit Card,Retail,61085.0,54054.42999999999,7030.570000000007
310,1038,2023-05-12,Bob,South,20,Clothing,2607.31,2774.86,New,Credit Card,Retail,55497.200000000004,52146.2,3351.0000000000073
311,1084,2023-09-21,Eve,South,36,Furniture,1458.77,1485.75,New,Credit Card,Online,53487.0,52515.72,971.2799999999988
312,1099,2023-02-24,David,East,35,Clothing,2610.19,2682.53,New,Cash,Retail,93888.55,91356.65000000001,2531.899999999994
313,1089,2023-12-25,Eve,South,32,Clothing,4248.5,4706.7,New,Bank Transfer,Retail,150614.4,135952.0,14662.399999999994
314,1099,2023-05-11,Alice,South,48,Food,3441.61,3693.45,Returning,Bank Transfer,Online,177285.59999999998,165197.28,12088.319999999978
315,1025,2023-10-15,David,North,44,Food,1485.72,1717.97,New,Credit Card,Retail,75590.68000000001,65371.68,10219.000000000007
316,1093,2023-09-23,Charlie,North,40,Furniture,1047.25,1075.89,New,Credit Card,Retail,43035.600000000006,41890.0,1145.6000000000058
317,1018,2024-01-01,Alice,West,24,Electronics,1362.78,1729.81,New,Bank Transfer,Online,41515.44,32706.72,8808.720000000001
318,1082,2023-06-11,Alice,North,17,Furniture,890.31,1159.06,Returning,Cash,Retail,19704.02,15135.269999999999,4568.750000000002
319,1066,2023-03-28,Charlie,North,7,Clothing,523.42,632.4399999999999,New,Bank Transfer,Online,4427.08,3663.9399999999996,763.1400000000003
320,1054,2023-02-24,Alice,North,43,Food,2124.72,2188.66,Returning,Credit Card,Retail,94112.37999999999,91362.95999999999,2749.4199999999983
321,1035,2023-10-15,David,North,1,Furniture,610.83,808.69,New,Credit Card,Online,808.69,610.83,197.86
322,1080,2023-06-27,Eve,West,35,Furniture,900.97,1321.18,Returning,Cash,Online,46241.3,31533.95,14707.350000000002
323,1061,2023-12-15,Alice,North,32,Food,2759.26,3193.25,New,Bank Transfer,Online,102184.0,88296.32,13887.679999999993
324,1041,2023-01-08,David,East,36,Food,864.77,1170.16,Returning,Cash,Retail,42125.76,31131.72,10994.04
325,1100,2023-11-17,Bob,East,13,Food,366.2,732.69,New,Cash,Retail,9524.970000000001,4760.599999999999,4764.370000000002
326,1033,2023-11-09,David,East,6,Clothing,1621.07,1687.5,Returning,Credit Card,Online,10125.0,9726.42,398.5799999999999
327,1068,2023-09-04,Eve,East,14,Food,1140.58,1438.76,Returning,Bank Transfer,Online,20142.64,15968.119999999999,4174.52
328,1033,2023-11-19,David,North,37,Electronics,2600.76,2937.57,New,Credit Card,Retail,108690.09000000001,96228.12000000001,12461.970000000001
329,1014,2023-09-12,Charlie,East,48,Furniture,556.72,665.07,Returning,Bank Transfer,Retail,31923.36,26722.56,5200.799999999999
330,1021,2023-11-24,Eve,North,15,Food,3771.27,4212.55,Returning,Credit Card,Retail,63188.25,56569.05,6619.199999999997
331,1048,2023-02-23,Bob,West,47,Food,4535.86,4641.41,New,Credit Card,Retail,218146.27,213185.41999999998,4960.850000000006
332,1020,2023-09-06,Charlie,East,4,Clothing,3730.0,3893.6,New,Bank Transfer,Retail,15574.4,14920.0,654.3999999999996
333,1008,2023-08-27,David,South,40,Clothing,2687.49,3001.56,Returning,Bank Transfer,Online,120062.4,107499.59999999999,12562.800000000003
334,1007,2023-08-17,Eve,East,16,Furniture,4310.31,4633.1,New,Credit Card,Retail,74129.6,68964.96,5164.639999999999
335,1067,2023-03-08,Bob,East,28,Electronics,3489.85,3842.55,New,Bank Transfer,Online,107591.40000000001,97715.8,9875.600000000006
336,1017,2023-02-20,Charlie,North,16,Furniture,102.23,167.12,New,Credit Card,Retail,2673.92,1635.68,1038.24
337,1033,2023-04-07,Bob,East,4,Food,2000.75,2426.99,Returning,Bank Transfer,Online,9707.96,8003.0,1704.9599999999991
338,1048,2023-04-02,David,South,45,Electronics,4262.21,4533.31,Returning,Credit Card,Online,203998.95,191799.45,12199.5
339,1076,2023-09-21,Bob,North,26,Electronics,1762.0,2002.95,Returning,Credit Card,Retail,52076.700000000004,45812.0,6264.700000000004
340,1059,2023-10-18,Alice,North,28,Electronics,224.32,715.06,Returning,Credit Card,Online,20021.68,6280.96,13740.720000000001
341,1086,2023-04-06,Charlie,West,32,Electronics,3743.59,4116.38,Returning,Cash,Online,131724.16,119794.88,11929.279999999999
342,1022,2023-03-29,Bob,West,45,Furniture,4020.09,4087.91,Returning,Bank Transfer,Online,183955.94999999998,180904.05000000002,3051.899999999965
343,1030,2023-03-19,David,East,2,Clothing,844.94,1225.64,Returning,Credit Card,Online,2451.28,1689.88,761.4000000000001
344,1038,2023-10-15,David,West,31,Clothing,2709.84,2766.51,New,Cash,Retail,85761.81000000001,84005.04000000001,1756.770000000004
345,1051,2023-04-30,Bob,West,3,Food,1000.18,1023.64,Returning,Credit Card,Online,3070.92,3000.54,70.38000000000011
346,1054,2023-10-29,David,West,8,Clothing,3610.21,3817.99,Returning,Cash,Retail,30543.92,28881.68,1662.239999999998
347,1008,2023-06-14,Eve,North,24,Clothing,1394.17,1891.02,New,Credit Card,Online,45384.479999999996,33460.08,11924.399999999994
348,1027,2023-07-01,Eve,North,15,Clothing,1615.26,1710.95,New,Credit Card,Retail,25664.25,24228.9,1435.3499999999985
349,1027,2023-08-11,Eve,North,43,Clothing,4232.61,4572.21,New,Cash,Retail,196605.03,182002.22999999998,14602.800000000017
350,1098,2023-11-07,Alice,West,31,Food,2407.8,2502.76,Returning,Cash,Retail,77585.56000000001,74641.8,2943.7600000000093
351,1021,2023-01-07,Bob,North,9,Furniture,3365.28,3730.43,New,Bank Transfer,Online,33573.869999999995,30287.52,3286.349999999995
352,1030,2023-11-26,Alice,West,39,Electronics,2041.75,2299.37,Returning,Bank Transfer,Retail,89675.43,79628.25,10047.179999999993
353,1097,2023-09-20,David,North,45,Clothing,1525.13,1868.32,Returning,Cash,Retail,84074.4,68630.85,15443.549999999988
354,1028,2023-06-10,Alice,North,2,Furniture,3146.12,3255.53,Returning,Bank Transfer,Online,6511.06,6292.24,218.82000000000062
355,1064,2023-05-31,David,South,8,Clothing,816.54,1191.9,New,Cash,Retail,9535.2,6532.32,3002.880000000001
356,1097,2023-03-26,David,East,7,Clothing,1896.35,2394.2,New,Bank Transfer,Online,16759.399999999998,13274.449999999999,3484.949999999999
357,1069,2023-05-27,Charlie,West,44,Electronics,1084.73,1420.9,Returning,Credit Card,Online,62519.600000000006,47728.12,14791.480000000003
358,1061,2023-04-22,Eve,South,39,Electronics,3494.19,3746.0,Returning,Bank Transfer,Retail,146094.0,136273.41,9820.589999999997
359,1048,2023-02-05,David,North,42,Electronics,4723.83,5186.19,Returning,Credit Card,Online,217819.97999999998,198400.86,19419.119999999995
360,1019,2023-10-12,Charlie,West,16,Clothing,4977.78,4995.55,New,Credit Card,Online,79928.8,79644.48,284.320000000007
361,1004,2023-07-07,Eve,North,35,Clothing,2278.87,2646.53,Returning,Bank Transfer,Online,92628.55,79760.45,12868.100000000006
362,1035,2023-03-23,David,East,30,Clothing,1300.03,1745.52,New,Cash,Retail,52365.6,39000.9,13364.699999999997
363,1064,2023-01-02,David,South,10,Electronics,2242.01,2282.23,Returning,Credit Card,Online,22822.3,22420.100000000002,402.1999999999971
364,1049,2023-10-30,Alice,East,38,Food,4243.98,4474.509999999999,New,Credit Card,Online,170031.37999999998,161271.24,8760.139999999985
365,1017,2023-07-16,Alice,South,18,Furniture,1069.73,1180.04,Returning,Bank Transfer,Online,21240.72,19255.14,1985.5800000000017
366,1044,2023-01-11,Eve,North,5,Food,4762.87,5050.46,New,Cash,Retail,25252.3,23814.35,1437.9500000000007
367,1092,2023-08-22,David,East,29,Clothing,1742.24,2070.52,New,Cash,Online,60045.08,50524.96,9520.120000000003
368,1030,2023-07-14,Bob,East,39,Clothing,4929.73,5088.02,New,Bank Transfer,Retail,198432.78000000003,192259.46999999997,6173.310000000056
369,1093,2023-04-29,Alice,North,34,Food,4201.11,4436.5,New,Cash,Online,150841.0,142837.74,8003.260000000009
370,1046,2023-01-20,Eve,East,43,Clothing,4052.42,4199.3,New,Bank Transfer,Retail,180569.9,174254.06,6315.8399999999965
371,1006,2023-09-18,David,West,45,Furniture,1623.63,1814.63,New,Bank Transfer,Retail,81658.35,73063.35,8595.0
372,1099,2023-10-20,David,South,23,Clothing,93.45,181.62,Returning,Bank Transfer,Retail,4177.26,2149.35,2027.9100000000003
373,1037,2023-09-13,Bob,South,5,Furniture,1941.56,2385.48,Returning,Credit Card,Online,11927.4,9707.8,2219.6000000000004
374,1024,2023-08-10,Eve,South,30,Food,1543.96,1558.87,Returning,Credit Card,Online,46766.1,46318.8,447.29999999999563
375,1093,2023-08-14,David,West,6,Food,235.12,677.5,Returning,Credit Card,Online,4065.0,1410.72,2654.2799999999997
376,1046,2023-02-22,Alice,South,46,Clothing,2551.56,2841.68,New,Bank Transfer,Retail,130717.28,117371.76,13345.520000000004
377,1053,2023-12-21,Bob,North,44,Furniture,2045.0,2217.51,Returning,Credit Card,Online,97570.44,89980.0,7590.440000000002
378,1095,2023-12-08,Eve,East,4,Clothing,3191.05,3555.3500000000004,New,Credit Card,Online,14221.400000000001,12764.2,1457.2000000000007
379,1099,2023-12-30,Bob,West,29,Electronics,3124.87,3383.67,New,Credit Card,Retail,98126.43000000001,90621.23,7505.200000000012
380,1060,2023-10-07,Alice,South,23,Electronics,647.7,902.26,New,Bank Transfer,Online,20751.98,14897.1,5854.879999999999
381,1097,2023-03-22,Eve,North,6,Electronics,4885.98,4949.95,Returning,Bank Transfer,Online,29699.699999999997,29315.879999999997,383.8199999999997
382,1063,2023-07-21,Bob,East,32,Electronics,975.31,1176.17,New,Bank Transfer,Retail,37637.44,31209.92,6427.520000000004
383,1085,2023-06-07,Charlie,East,42,Clothing,2254.11,2382.23,Returning,Credit Card,Retail,100053.66,94672.62000000001,5381.039999999994
384,1032,2023-04-30,Alice,West,18,Electronics,2466.18,2483.87,Returning,Cash,Online,44709.659999999996,44391.24,318.41999999999825
385,1087,2023-02-28,Alice,West,15,Furniture,4074.66,4261.11,Returning,Credit Card,Retail,63916.649999999994,61119.899999999994,2796.75
386,1033,2023-08-03,Alice,West,40,Food,541.19,595.2,Returning,Credit Card,Online,23808.0,21647.600000000002,2160.399999999998
387,1067,2023-05-08,Charlie,North,32,Food,2171.79,2307.64,Returning,Bank Transfer,Online,73844.48,69497.28,4347.199999999997
388,1018,2023-08-12,Charlie,North,9,Electronics,3161.09,3216.42,New,Bank Transfer,Online,28947.78,28449.81,497.9699999999975
389,1025,2023-07-28,David,West,37,Electronics,1115.02,1174.48,New,Credit Card,Online,43455.76,41255.74,2200.020000000004
390,1095,2023-04-25,Bob,South,10,Electronics,3155.97,3263.49,Returning,Credit Card,Online,32634.899999999998,31559.699999999997,1075.2000000000007
391,1054,2023-07-28,David,East,20,Clothing,4622.14,5122.070000000001,New,Cash,Retail,102441.40000000001,92442.8,9998.600000000006
392,1058,2023-01-14,Bob,East,6,Food,4987.71,4998.78,Returning,Cash,Retail,29992.68,29926.260000000002,66.41999999999825
393,1067,2023-01-09,Charlie,North,48,Electronics,210.63,533.5799999999999,New,Bank Transfer,Online,25611.839999999997,10110.24,15501.599999999997
394,1046,2023-02-09,Charlie,East,3,Furniture,1216.16,1295.37,New,Cash,Retail,3886.1099999999997,3648.4800000000005,237.6299999999992
395,1024,2023-08-25,David,South,42,Electronics,1586.02,2047.13,New,Cash,Retail,85979.46,66612.84,19366.62000000001
396,1032,2023-10-08,Eve,East,11,Food,2025.67,2081.55,New,Bank Transfer,Online,22897.050000000003,22282.370000000003,614.6800000000003
397,1047,2023-12-25,David,North,43,Electronics,1249.17,1727.15,New,Cash,Retail,74267.45,53714.310000000005,20553.139999999992
398,1086,2023-07-20,Bob,North,17,Food,1057.27,1366.62,New,Credit Card,Retail,23232.539999999997,17973.59,5258.949999999997
399,1023,2023-09-03,David,South,32,Electronics,4775.04,4785.66,New,Cash,Online,153141.12,152801.28,339.8399999999965
400,1066,2023-10-05,Alice,South,4,Furniture,4596.68,5044.740000000001,New,Bank Transfer,Online,20178.960000000003,18386.72,1792.2400000000016
401,1027,2023-08-23,Bob,East,4,Electronics,282.61,548.25,New,Credit Card,Online,2193.0,1130.44,1062.56
402,1002,2023-01-04,Bob,East,17,Furniture,1727.12,1865.83,New,Cash,Online,31719.11,29361.039999999997,2358.0700000000033
403,1090,2023-06-03,Eve,North,41,Furniture,2055.49,2441.46,New,Credit Card,Online,100099.86,84275.09,15824.770000000004
404,1017,2023-01-29,Charlie,South,19,Electronics,1233.12,1697.1899999999998,New,Credit Card,Online,32246.609999999997,23429.28,8817.329999999998
405,1033,2023-04-19,Bob,South,5,Furniture,3162.92,3409.9300000000003,New,Cash,Online,17049.65,15814.6,1235.050000000001
406,1009,2023-04-08,Charlie,South,32,Clothing,3219.88,3384.5,Returning,Cash,Retail,108304.0,103036.16,5267.8399999999965
407,1043,2023-08-03,David,East,22,Electronics,4260.0,4656.58,New,Bank Transfer,Online,102444.76,93720.0,8724.759999999995
408,1048,2023-10-20,Alice,South,6,Electronics,3717.3,4061.37,New,Bank Transfer,Retail,24368.22,22303.800000000003,2064.4199999999983
409,1039,2023-03-16,Eve,North,35,Furniture,2735.74,3181.23,New,Credit Card,Retail,111343.05,95750.9,15592.150000000009
410,1093,2023-11-22,Charlie,North,22,Furniture,3285.25,3634.58,New,Bank Transfer,Online,79960.76,72275.5,7685.259999999995
411,1042,2023-05-26,Bob,East,1,Electronics,1406.24,1535.57,New,Credit Card,Retail,1535.57,1406.24,129.32999999999993
412,1026,2023-05-08,Charlie,West,20,Clothing,2985.63,3452.1400000000003,New,Credit Card,Retail,69042.8,59712.600000000006,9330.199999999997
413,1099,2023-12-07,Bob,East,22,Furniture,2471.67,2533.04,Returning,Bank Transfer,Retail,55726.88,54376.740000000005,1350.1399999999921
414,1050,2023-02-11,Charlie,West,48,Furniture,710.06,851.3499999999999,Returning,Bank Transfer,Online,40864.799999999996,34082.88,6781.919999999998
415,1025,2023-12-22,Bob,South,11,Food,1250.59,1515.4899999999998,Returning,Bank Transfer,Retail,16670.39,13756.49,2913.8999999999996
416,1024,2023-02-10,David,East,13,Clothing,1493.88,1781.09,New,Cash,Retail,23154.17,19420.440000000002,3733.729999999996
